date	1. open	2. high	3. low	4. close	5. volume
2019-04-11 15:30:00	198.97	199.125	198.4431	198.95	2706595.0
2019-04-12 09:30:00	199.25	200.14	197.86	198.43	7275807.0
2019-04-12 10:30:00	198.4178	198.6	196.22	197.285	5904229.0
2019-04-12 11:30:00	197.2809	197.8856	197.05	197.61	2696950.0
2019-04-12 12:30:00	197.62	197.97	197.57	197.83	1834214.0
2019-04-12 13:30:00	197.84	199.1	197.76	199.099	2690841.0
2019-04-12 14:30:00	199.0964	199.14	198.51	198.9483	2303606.0
2019-04-12 15:30:00	198.94	199.05	198.42	198.88	2686760.0
2019-04-15 09:30:00	198.58	199.85	198.51	198.74	4591142.0
2019-04-15 10:30:00	198.74	198.96	198.01	198.88	2219707.0
2019-04-15 11:30:00	198.88	199.38	198.5	198.65	2021054.0
2019-04-15 12:30:00	198.66	198.98	198.5	198.87	1240240.0
2019-04-15 13:30:00	198.86	199.16	198.82	198.98	1201628.0
2019-04-15 14:30:00	198.97	199.33	198.81	199.2465	1650268.0
2019-04-15 15:30:00	199.241	199.3	198.9	199.23	1771546.0
2019-04-16 09:30:00	199.46	201.37	199.01	201.355	6703227.0
2019-04-16 10:30:00	201.36	201.36	200.05	200.125	3402145.0
2019-04-16 11:30:00	200.12	200.14	199.78	199.95	1988423.0
2019-04-16 12:30:00	199.95	200.04	199.565	199.57	1613656.0
2019-04-16 13:30:00	199.5616	199.85	199.3548	199.8	1768742.0
2019-04-16 14:30:00	199.81	200.53	198.56	199.78	6119490.0
2019-04-16 15:30:00	199.77	199.77	198.772	199.25	2814651.0
2019-04-17 09:30:00	199.54	201.57	198.61	201.46	8798206.0
2019-04-17 10:30:00	201.49	201.92	200.91	201.56	3168506.0
2019-04-17 11:30:00	201.55	202.0	201.2	201.962	2429074.0
2019-04-17 12:30:00	201.98	203.1	201.93	202.75	3517498.0
2019-04-17 13:30:00	202.7605	203.28	202.26	202.3	3368775.0
2019-04-17 14:30:00	202.3	203.2	202.27	202.7801	2820452.0
2019-04-17 15:30:00	202.79	203.38	202.75	203.135	3138592.0
2019-04-18 09:30:00	203.12	203.85	202.65	203.1999	8695405.0
2019-04-18 10:30:00	203.18	203.94	202.87	203.25	3922903.0
2019-04-18 11:30:00	203.26	203.49	203.04	203.29	1598265.0
2019-04-18 12:30:00	203.29	203.66	203.15	203.55	1454034.0
2019-04-18 13:30:00	203.55	204.0	203.47	203.95	1546813.0
2019-04-18 14:30:00	203.95	204.06	203.74	204.04	1623620.0
2019-04-18 15:30:00	204.03	204.15	203.61	203.86	2082715.0
2019-04-22 09:30:00	202.83	204.39	202.34	204.1	4891734.0
2019-04-22 10:30:00	204.1	204.92	203.87	204.87	2102387.0
2019-04-22 11:30:00	204.88	204.94	204.5	204.695	1235611.0
2019-04-22 12:30:00	204.6951	204.71	204.23	204.33	1391234.0
2019-04-22 13:30:00	204.3267	204.66	204.18	204.35	1404050.0
2019-04-22 14:30:00	204.3485	204.4551	204.06	204.31	1469658.0
2019-04-22 15:30:00	204.31	204.7	204.3	204.64	1399462.0
2019-04-23 09:30:00	204.43	205.92	203.9	205.82	6080257.0
2019-04-23 10:30:00	205.82	206.5	205.45	206.47	2981508.0
2019-04-23 11:30:00	206.47	207.16	206.39	207.04	2524236.0
2019-04-23 12:30:00	207.04	207.54	206.8665	207.2672	1865028.0
2019-04-23 13:30:00	207.267	207.43	206.88	207.03	1712126.0
2019-04-23 14:30:00	207.03	207.75	206.93	207.515	2518391.0
2019-04-23 15:30:00	207.52	207.62	207.0	207.51	2392902.0
2019-04-24 09:30:00	207.36	208.4	207.05	208.0617	5752446.0
2019-04-24 10:30:00	208.07	208.48	207.67	207.96	2012773.0
2019-04-24 11:30:00	207.97	208.3	207.51	207.69	1629657.0
2019-04-24 12:30:00	207.68	207.7	207.1603	207.68	1355217.0
2019-04-24 13:30:00	207.68	207.78	207.38	207.6344	1115635.0
2019-04-24 14:30:00	207.63	207.98	207.12	207.31	1478345.0
2019-04-24 15:30:00	207.31	207.94	207.1	207.37	1514469.0
2019-04-25 09:30:00	206.83	207.76	205.12	205.68	5781239.0
2019-04-25 10:30:00	205.67	206.6	205.32	206.34	2242053.0
2019-04-25 11:30:00	206.37	206.77	205.71	206.22	1634354.0
2019-04-25 12:30:00	206.22	206.4097	205.5	205.94	1298449.0
2019-04-25 13:30:00	205.9407	206.44	205.845	206.16	1134317.0
2019-04-25 14:30:00	206.16	206.26	205.51	205.595	1461350.0
2019-04-25 15:30:00	205.6	205.68	205.13	205.24	2601653.0
2019-04-26 09:30:00	204.9	205.0	202.12	204.19	5390832.0
2019-04-26 10:30:00	204.19	204.55	203.58	204.44	2312844.0
2019-04-26 11:30:00	204.43	204.77	204.33	204.67	1528304.0
2019-04-26 12:30:00	204.6705	204.81	203.875	204.05	1181854.0
2019-04-26 13:30:00	204.045	204.06	203.51	203.7066	1538936.0
2019-04-26 14:30:00	203.71	204.39	203.35	204.28	2075748.0
2019-04-26 15:30:00	204.28	204.65	203.74	204.29	2585474.0
2019-04-29 09:30:00	204.4	205.97	203.86	205.2984	5637213.0
2019-04-29 10:30:00	205.31	205.68	204.81	204.9741	2935378.0
2019-04-29 11:30:00	204.9716	205.07	204.765	204.995	3401956.0
2019-04-29 12:30:00	204.99	205.2	204.91	205.12	2392193.0
2019-04-29 13:30:00	205.12	205.1205	204.78	204.9979	1460295.0
2019-04-29 14:30:00	205.0	205.2	204.8831	204.96	1586336.0
2019-04-29 15:30:00	204.96	205.24	204.44	204.61	2332473.0
2019-04-30 09:30:00	203.0	203.4	200.33	200.9029	9386282.0
2019-04-30 10:30:00	200.91	201.32	199.11	199.68	6823442.0
2019-04-30 11:30:00	199.68	200.87	199.68	200.8261	3665073.0
2019-04-30 12:30:00	200.82	200.96	200.17	200.5765	3688618.0
2019-04-30 13:30:00	200.5794	201.5	200.4639	201.355	3505146.0
2019-04-30 14:30:00	201.36	201.485	200.76	200.76	4072995.0
2019-04-30 15:30:00	200.765	201.0	200.5	200.57	5050361.0
2019-05-01 09:30:00	209.88	212.89	209.23	212.65	0.0
2019-05-01 10:30:00	212.64	214.92	212.4	214.42	8832846.0
2019-05-01 11:30:00	214.44	215.31	213.68	214.11	7579814.0
2019-05-01 12:30:00	214.11	214.68	213.26	214.1301	4791197.0
2019-05-01 13:30:00	214.13	215.1	213.73	214.83	4390643.0
2019-05-01 14:30:00	214.83	214.92	213.43	213.7442	5739146.0
2019-05-01 15:30:00	213.74	213.74	210.45	210.52	8399236.0
2019-05-02 09:30:00	209.84	212.65	209.5	211.4	0.0
2019-05-02 10:30:00	211.4	212.0903	209.77	209.81	4462460.0
2019-05-02 11:30:00	209.81	210.49	208.13	209.15	4798361.0
2019-05-02 12:30:00	209.16	209.96	208.41	209.615	2932747.0
2019-05-02 13:30:00	209.63	210.29	209.48	209.6	2328221.0
2019-05-02 14:30:00	209.61	209.9	208.97	209.7199	2370134.0
2019-05-02 15:30:00	209.7	209.7	208.67	208.93	2093350.0
2019-05-03 09:30:00	210.89	211.46	210.23	210.7225	6068481.0
2019-05-03 10:30:00	210.75	211.09	210.56	210.94	2864869.0
2019-05-03 11:30:00	210.94	211.35	210.75	211.19	2053670.0
2019-05-03 12:30:00	211.19	211.52	210.83	211.449	1671251.0
2019-05-03 13:30:00	211.45	211.7	211.09	211.3145	1590864.0
2019-05-03 14:30:00	211.31	211.4415	210.98	211.1851	1430337.0
2019-05-03 15:30:00	211.18	211.84	211.08	211.78	2714688.0
2019-05-06 09:30:00	204.25	208.71	203.5	207.5849	12649541.0
2019-05-06 10:30:00	207.58	208.25	206.8	208.212	4703440.0
2019-05-06 11:30:00	208.2245	208.35	206.8448	206.9298	2893877.0
2019-05-06 12:30:00	206.93	207.43	206.53	207.415	2527680.0
2019-05-06 13:30:00	207.44	207.95	207.32	207.87	1811018.0
2019-05-06 14:30:00	207.86	208.84	207.849	208.541	3144783.0
2019-05-06 15:30:00	208.56	208.75	208.32	208.6	2154620.0
2019-05-07 09:30:00	205.88	207.4175	204.71	205.77	8315590.0
2019-05-07 10:30:00	205.76	205.87	203.79	204.225	4808848.0
2019-05-07 11:30:00	204.23	204.87	203.53	204.78	3619044.0
2019-05-07 12:30:00	204.7861	204.96	201.8	202.55	3765725.0
2019-05-07 13:30:00	202.58	202.81	201.47	201.94	4653264.0
2019-05-07 14:30:00	201.92	202.24	200.85	201.62	5329808.0
2019-05-07 15:30:00	201.61	202.97	200.825	202.9	4686961.0
2019-05-08 09:30:00	201.9	204.92	201.75	203.5	8247956.0
2019-05-08 10:30:00	203.51	205.34	202.97	204.73	4480807.0
2019-05-08 11:30:00	204.75	204.95	203.01	203.25	3080852.0
2019-05-08 12:30:00	203.27	204.52	203.03	204.1665	1974335.0
2019-05-08 13:30:00	204.18	204.45	203.96	204.2743	1314437.0
2019-05-08 14:30:00	204.2707	204.85	204.16	204.75	1634546.0
2019-05-08 15:30:00	204.765	204.81	202.54	202.9	2748240.0
2019-05-09 09:30:00	200.4	200.83	197.15	197.31	11675442.0
2019-05-09 10:30:00	197.31	198.44	196.9	197.28	4556481.0
2019-05-09 11:30:00	197.2852	199.24	197.18	198.95	3735748.0
2019-05-09 12:30:00	198.95	201.41	198.95	200.51	4774595.0
2019-05-09 13:30:00	200.49	201.68	200.4	201.19	2613842.0
2019-05-09 14:30:00	201.19	201.51	199.05	200.27	3165266.0
2019-05-09 15:30:00	200.27	200.9	199.93	200.67	2547139.0
2019-05-10 09:30:00	197.419	198.85	195.43	195.58	8709454.0
2019-05-10 10:30:00	195.55	195.69	192.77	193.83	8682503.0
2019-05-10 11:30:00	193.87	195.77	193.07	195.46	4764488.0
2019-05-10 12:30:00	195.44	196.92	195.03	196.11	3641291.0
2019-05-10 13:30:00	196.117	196.94	195.425	195.75	3606545.0
2019-05-10 14:30:00	195.79	198.55	195.69	198.34	3827574.0
2019-05-10 15:30:00	198.33	198.35	196.4394	197.3	3816474.0
2019-05-13 09:30:00	187.71	189.48	185.7	187.1642	19332487.0
2019-05-13 10:30:00	187.17	188.5	186.5001	187.2	6350368.0
2019-05-13 11:30:00	187.18	187.501	186.1601	186.585	4536523.0
2019-05-13 12:30:00	186.58	186.84	185.08	185.37	5015671.0
2019-05-13 13:30:00	185.37	187.52	185.27	187.0393	5537793.0
2019-05-13 14:30:00	187.07	187.45	185.5	185.5	5005065.0
2019-05-13 15:30:00	185.49	185.88	182.85	185.63	6236074.0
2019-05-14 09:30:00	186.41	187.6768	185.41	187.12	10295803.0
2019-05-14 10:30:00	187.125	187.95	186.16	187.72	5116189.0
2019-05-14 11:30:00	187.69	189.02	187.62	188.233	4435027.0
2019-05-14 12:30:00	188.29	189.5	188.28	189.28	3071725.0
2019-05-14 13:30:00	189.28	189.7	188.9465	189.45	2993134.0
2019-05-14 14:30:00	189.44	189.63	188.69	189.47	3109373.0
2019-05-14 15:30:00	189.46	189.51	188.72	188.86	2699843.0
2019-05-15 09:30:00	186.27	189.3	186.02	189.15	7163330.0
2019-05-15 10:30:00	189.12	190.38	188.9	190.2537	4594910.0
2019-05-15 11:30:00	190.25	190.73	189.93	190.3363	2638785.0
2019-05-15 12:30:00	190.3618	190.6	189.92	190.5481	2114315.0
2019-05-15 13:30:00	190.56	191.55	190.56	191.4	2181700.0
2019-05-15 14:30:00	191.405	191.64	190.935	191.56	2487741.0
2019-05-15 15:30:00	191.56	191.75	190.8	190.86	2776746.0
2019-05-16 09:30:00	189.91	190.47	189.03	190.4698	8413514.0
2019-05-16 10:30:00	190.46	191.55	190.22	191.03	4183056.0
2019-05-16 11:30:00	191.03	192.385	190.95	192.2201	2637931.0
2019-05-16 12:30:00	192.25	192.4689	191.1	191.32	2644162.0
2019-05-16 13:30:00	191.33	191.33	190.23	190.81	4306717.0
2019-05-16 14:30:00	190.79	190.98	189.79	189.79	3289279.0
2019-05-16 15:30:00	189.78	190.05	189.21	190.0	3393424.0
2019-05-17 09:30:00	186.76	189.33	186.76	189.24	8443253.0
2019-05-17 10:30:00	189.25	190.9	188.7	189.965	4236749.0
2019-05-17 11:30:00	189.96	190.03	188.57	189.33	3079322.0
2019-05-17 12:30:00	189.33	190.22	189.13	189.65	2237061.0
2019-05-17 13:30:00	189.66	190.2	189.35	189.715	2497555.0
2019-05-17 14:30:00	189.72	189.98	188.0	189.0	4103528.0
2019-05-17 15:30:00	188.9926	189.41	188.55	189.1105	4532424.0
2019-05-20 09:30:00	183.59	183.99	180.2839	183.651	14398510.0
2019-05-20 10:30:00	183.689	184.349	182.25	182.75	4925092.0
2019-05-20 11:30:00	182.76	183.42	182.33	182.8301	3371150.0
2019-05-20 12:30:00	182.85	183.2	182.2	182.6973	2322724.0
2019-05-20 13:30:00	182.674	183.07	182.21	182.4301	2306818.0
2019-05-20 14:30:00	182.42	182.86	181.7484	182.84	3911123.0
2019-05-20 15:30:00	182.84	183.25	180.37	183.07	3214366.0
2019-05-21 09:30:00	185.2	186.5	184.7	186.4673	7673966.0
2019-05-21 10:30:00	186.47	187.85	186.47	187.5777	4367344.0
2019-05-21 11:30:00	187.58	187.77	186.67	187.48	2951665.0
2019-05-21 12:30:00	187.49	187.5	186.97	187.2962	1748373.0
2019-05-21 13:30:00	187.29	187.96	187.195	187.9	1801689.0
2019-05-21 14:30:00	187.93	188.0	186.87	187.1	2379009.0
2019-05-21 15:30:00	187.09	187.41	186.58	186.63	2726761.0
2019-05-22 09:30:00	184.66	185.71	184.45	184.67	7279857.0
2019-05-22 10:30:00	184.66	184.8	182.55	184.24	5662492.0
2019-05-22 11:30:00	184.25	184.41	183.0	183.4	2908297.0
2019-05-22 12:30:00	183.3704	183.48	182.96	183.11	2620001.0
2019-05-22 13:30:00	183.1	183.43	182.74	183.205	2833031.0
2019-05-22 14:30:00	183.2	183.85	182.74	182.83	3235243.0
2019-05-22 15:30:00	182.83	183.225	182.65	182.79	2680484.0
2019-05-23 09:30:00	179.8	180.2567	177.81	179.16	11928720.0
2019-05-23 10:30:00	179.15	180.54	179.01	180.19	4328111.0
2019-05-23 11:30:00	180.2	180.29	178.29	178.52	3800328.0
2019-05-23 12:30:00	178.52	179.76	178.37	179.44	3307971.0
2019-05-23 13:30:00	179.43	179.8769	178.865	179.2897	2264472.0
2019-05-23 14:30:00	179.28	180.23	178.46	179.84	3361413.0
2019-05-23 15:30:00	179.82	180.18	179.03	179.67	2902314.0
2019-05-24 09:30:00	180.2	182.14	180.13	180.58	7120784.0
2019-05-24 10:30:00	180.59	180.86	179.65	179.99	2967391.0
2019-05-24 11:30:00	180.0	180.2733	179.71	180.25	2218170.0
2019-05-24 12:30:00	180.25	180.53	179.83	179.87	1739957.0
2019-05-24 13:30:00	179.87	180.18	179.12	179.28	2471946.0
2019-05-24 14:30:00	179.3	179.7589	179.2	179.74	2054027.0
2019-05-24 15:30:00	179.73	179.73	178.65	178.67	3063597.0
